Date,Location,Vehicle_Model,Units_Sold,Average_Price,Customer_Sentiment
2024-05-29 00:00:00,Athens,Porsche 911,15,41726,Positive
2024-05-30 00:00:00,Athens,BMW 3 Series,8,48694,Positive
2024-05-31 00:00:00,Athens,Audi A4,14,57874,Neutral
2024-06-01 00:00:00,Athens,Volvo XC90,6,54233,Neutral
2024-06-02 00:00:00,Athens,Mercedes-Benz C-Class,15,40327,Neutral
2024-06-03 00:00:00,Athens,Porsche 911,10,43025,Negative
2024-06-04 00:00:00,Athens,BMW 3 Series,18,57145,Neutral
2024-06-05 00:00:00,Athens,Audi A4,13,43669,Positive
2024-06-06 00:00:00,Athens,Volvo XC90,7,30359,Negative
2024-06-07 00:00:00,Athens,Mercedes-Benz C-Class,25,47415,Positive
2024-06-08 00:00:00,Athens,Porsche 911,19,34843,Negative
2024-06-09 00:00:00,Athens,BMW 3 Series,25,30730,Positive
2024-06-10 00:00:00,Athens,Audi A4,28,59555,Neutral
2024-06-11 00:00:00,Athens,Volvo XC90,15,54518,Negative
2024-06-12 00:00:00,Athens,Mercedes-Benz C-Class,7,51288,Positive
2024-06-13 00:00:00,Athens,Porsche 911,19,47455,Neutral
2024-06-14 00:00:00,Athens,BMW 3 Series,29,35911,Negative
2024-06-15 00:00:00,Athens,Audi A4,29,33648,Positive
2024-06-16 00:00:00,Athens,Volvo XC90,26,58482,Positive
2024-06-17 00:00:00,Athens,Mercedes-Benz C-Class,22,59811,Positive
2024-06-18 00:00:00,Athens,Porsche 911,11,50275,Neutral
2024-06-19 00:00:00,Athens,BMW 3 Series,18,47126,Positive
2024-06-20 00:00:00,Athens,Audi A4,5,32680,Negative
2024-06-21 00:00:00,Athens,Volvo XC90,11,34171,Positive
2024-06-22 00:00:00,Athens,Mercedes-Benz C-Class,26,41624,Positive
2024-06-23 00:00:00,Athens,Porsche 911,17,33178,Negative
2024-06-24 00:00:00,Athens,BMW 3 Series,28,46875,Negative
2024-06-25 00:00:00,Athens,Audi A4,23,54109,Positive
2024-06-26 00:00:00,Athens,Volvo XC90,18,35444,Neutral
2024-06-27 00:00:00,Athens,Mercedes-Benz C-Class,9,53674,Negative
2024-06-28 00:00:00,Athens,Porsche 911,11,54245,Neutral
2024-06-29 00:00:00,Athens,BMW 3 Series,21,32209,Neutral
2024-06-30 00:00:00,Athens,Audi A4,11,39576,Neutral
2024-07-01 00:00:00,Athens,Volvo XC90,15,45146,Positive
2024-07-02 00:00:00,Athens,Mercedes-Benz C-Class,14,55884,Positive
2024-07-03 00:00:00,Athens,Porsche 911,5,30010,Neutral
2024-07-04 00:00:00,Athens,BMW 3 Series,15,49524,Negative
2024-07-05 00:00:00,Athens,Audi A4,13,30286,Neutral
2024-07-06 00:00:00,Athens,Volvo XC90,20,36003,Positive
2024-07-07 00:00:00,Athens,Mercedes-Benz C-Class,9,48981,Positive
2024-07-08 00:00:00,Athens,Porsche 911,13,37451,Negative
2024-07-09 00:00:00,Athens,BMW 3 Series,9,48429,Positive
2024-07-10 00:00:00,Athens,Audi A4,13,37647,Negative
2024-07-11 00:00:00,Athens,Volvo XC90,6,39786,Neutral
2024-07-12 00:00:00,Athens,Mercedes-Benz C-Class,12,35947,Negative
2024-07-13 00:00:00,Athens,Porsche 911,14,35725,Positive
2024-07-14 00:00:00,Athens,BMW 3 Series,26,45748,Neutral
2024-07-15 00:00:00,Athens,Audi A4,21,33128,Positive
2024-07-16 00:00:00,Athens,Volvo XC90,19,35866,Negative
2024-07-17 00:00:00,Athens,Mercedes-Benz C-Class,17,34999,Positive
2024-07-18 00:00:00,Athens,Porsche 911,8,57572,Negative
2024-01-01 00:00:00,Thessaloniki,BMW 3 Series,7,46924,Positive
2024-01-02 00:00:00,Thessaloniki,Audi A4,10,43272,Positive
2024-01-03 00:00:00,Thessaloniki,Volvo XC90,6,50694,Neutral
2024-01-04 00:00:00,Thessaloniki,Mercedes-Benz C-Class,14,57004,Negative
2024-01-05 00:00:00,Thessaloniki,Porsche 911,26,35922,Positive
2024-01-06 00:00:00,Thessaloniki,BMW 3 Series,21,52495,Neutral
2024-01-07 00:00:00,Thessaloniki,Audi A4,19,39531,Negative
2024-01-08 00:00:00,Thessaloniki,Volvo XC90,11,51996,Negative
2024-01-09 00:00:00,Thessaloniki,Mercedes-Benz C-Class,16,46423,Positive
2024-01-10 00:00:00,Thessaloniki,Porsche 911,20,58504,Neutral
2024-01-11 00:00:00,Thessaloniki,BMW 3 Series,14,48072,Positive
2024-01-12 00:00:00,Thessaloniki,Audi A4,22,30868,Positive
2024-01-13 00:00:00,Thessaloniki,Volvo XC90,8,37449,Neutral
2024-01-14 00:00:00,Thessaloniki,Mercedes-Benz C-Class,22,37901,Positive
2024-01-15 00:00:00,Thessaloniki,Porsche 911,20,58626,Neutral
2024-01-16 00:00:00,Thessaloniki,BMW 3 Series,16,56791,Neutral
2024-01-17 00:00:00,Thessaloniki,Audi A4,9,44364,Neutral
2024-01-18 00:00:00,Thessaloniki,Volvo XC90,17,39684,Negative
2024-01-19 00:00:00,Thessaloniki,Mercedes-Benz C-Class,27,58651,Positive
2024-01-20 00:00:00,Thessaloniki,Porsche 911,29,57563,Negative
2024-01-21 00:00:00,Thessaloniki,BMW 3 Series,27,46022,Negative
2024-01-22 00:00:00,Thessaloniki,Audi A4,24,30270,Positive
2024-01-23 00:00:00,Thessaloniki,Volvo XC90,27,55841,Neutral
2024-01-24 00:00:00,Thessaloniki,Mercedes-Benz C-Class,18,33645,Positive
2024-01-25 00:00:00,Thessaloniki,Porsche 911,17,32715,Negative
2024-01-26 00:00:00,Thessaloniki,BMW 3 Series,21,39323,Neutral
2024-01-27 00:00:00,Thessaloniki,Audi A4,8,48636,Positive
2024-01-28 00:00:00,Thessaloniki,Volvo XC90,7,56930,Negative
2024-01-29 00:00:00,Thessaloniki,Mercedes-Benz C-Class,28,58315,Positive
2024-01-30 00:00:00,Thessaloniki,Porsche 911,12,32500,Positive
2024-01-31 00:00:00,Thessaloniki,BMW 3 Series,28,45995,Neutral
2024-02-01 00:00:00,Thessaloniki,Audi A4,29,42313,Neutral
2024-02-02 00:00:00,Thessaloniki,Volvo XC90,18,43444,Neutral
2024-02-03 00:00:00,Thessaloniki,Mercedes-Benz C-Class,29,40848,Negative
2024-02-04 00:00:00,Thessaloniki,Porsche 911,5,46092,Neutral
2024-02-05 00:00:00,Thessaloniki,BMW 3 Series,20,51133,Positive
2024-02-06 00:00:00,Thessaloniki,Audi A4,19,37354,Negative
2024-02-07 00:00:00,Thessaloniki,Volvo XC90,19,32354,Negative
2024-02-08 00:00:00,Thessaloniki,Mercedes-Benz C-Class,15,45195,Neutral
2024-02-09 00:00:00,Thessaloniki,Porsche 911,17,40547,Negative
2024-02-10 00:00:00,Thessaloniki,BMW 3 Series,19,33937,Neutral
2024-02-11 00:00:00,Thessaloniki,Audi A4,18,48472,Neutral
2024-02-12 00:00:00,Thessaloniki,Volvo XC90,26,32628,Negative
2024-02-13 00:00:00,Thessaloniki,Mercedes-Benz C-Class,28,33077,Neutral
2024-02-14 00:00:00,Thessaloniki,Porsche 911,21,53835,Neutral
2024-02-15 00:00:00,Thessaloniki,BMW 3 Series,11,34458,Negative
2024-02-16 00:00:00,Thessaloniki,Audi A4,11,52012,Positive
2024-02-17 00:00:00,Thessaloniki,Volvo XC90,17,43378,Negative
2024-02-18 00:00:00,Thessaloniki,Mercedes-Benz C-Class,11,32887,Negative
2024-02-19 00:00:00,Thessaloniki,Porsche 911,15,58777,Positive
2024-02-20 00:00:00,Thessaloniki,BMW 3 Series,13,48693,Neutral
2024-02-21 00:00:00,Thessaloniki,Audi A4,27,32787,Positive
2024-02-22 00:00:00,Thessaloniki,Volvo XC90,16,40073,Neutral
2024-02-23 00:00:00,Thessaloniki,Mercedes-Benz C-Class,14,33634,Negative
2024-02-24 00:00:00,Thessaloniki,Porsche 911,7,57112,Negative
2024-02-25 00:00:00,Thessaloniki,BMW 3 Series,28,34276,Positive
2024-02-26 00:00:00,Thessaloniki,Audi A4,17,44032,Negative
2024-02-27 00:00:00,Thessaloniki,Volvo XC90,10,47444,Negative
2024-02-28 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,40390,Neutral
2024-02-29 00:00:00,Thessaloniki,Porsche 911,25,36684,Neutral
2024-03-01 00:00:00,Thessaloniki,BMW 3 Series,16,39355,Positive
2024-03-02 00:00:00,Thessaloniki,Audi A4,28,59304,Neutral
2024-03-03 00:00:00,Thessaloniki,Volvo XC90,8,51432,Neutral
2024-03-04 00:00:00,Thessaloniki,Mercedes-Benz C-Class,8,31977,Negative
2024-03-05 00:00:00,Thessaloniki,Porsche 911,10,53020,Positive
2024-03-06 00:00:00,Thessaloniki,BMW 3 Series,12,36760,Neutral
2024-03-07 00:00:00,Thessaloniki,Audi A4,18,43790,Neutral
2024-03-08 00:00:00,Thessaloniki,Volvo XC90,21,38611,Positive
2024-03-09 00:00:00,Thessaloniki,Mercedes-Benz C-Class,23,41810,Positive
2024-03-10 00:00:00,Thessaloniki,Porsche 911,15,41002,Negative
2024-03-11 00:00:00,Thessaloniki,BMW 3 Series,20,37144,Negative
2024-03-12 00:00:00,Thessaloniki,Audi A4,16,36973,Positive
2024-03-13 00:00:00,Thessaloniki,Volvo XC90,25,50903,Neutral
2024-03-14 00:00:00,Thessaloniki,Mercedes-Benz C-Class,12,50134,Positive
2024-03-15 00:00:00,Thessaloniki,Porsche 911,14,38425,Neutral
2024-03-16 00:00:00,Thessaloniki,BMW 3 Series,10,56983,Neutral
2024-03-17 00:00:00,Thessaloniki,Audi A4,16,42909,Negative
2024-03-18 00:00:00,Thessaloniki,Volvo XC90,12,51877,Neutral
2024-03-19 00:00:00,Thessaloniki,Mercedes-Benz C-Class,8,47591,Negative
2024-03-20 00:00:00,Thessaloniki,Porsche 911,28,57449,Neutral
2024-03-21 00:00:00,Thessaloniki,BMW 3 Series,18,38809,Negative
2024-03-22 00:00:00,Thessaloniki,Audi A4,14,54217,Positive
2024-03-23 00:00:00,Thessaloniki,Volvo XC90,19,54423,Neutral
2024-03-24 00:00:00,Thessaloniki,Mercedes-Benz C-Class,29,51542,Neutral
2024-03-25 00:00:00,Thessaloniki,Porsche 911,10,42349,Negative
2024-03-26 00:00:00,Thessaloniki,BMW 3 Series,18,30108,Negative
2024-03-27 00:00:00,Thessaloniki,Audi A4,7,39631,Neutral
2024-03-28 00:00:00,Thessaloniki,Volvo XC90,11,50961,Negative
2024-03-29 00:00:00,Thessaloniki,Mercedes-Benz C-Class,24,35666,Neutral
2024-03-30 00:00:00,Thessaloniki,Porsche 911,21,57523,Neutral
2024-03-31 00:00:00,Thessaloniki,BMW 3 Series,7,32227,Positive
2024-04-01 00:00:00,Thessaloniki,Audi A4,7,48762,Neutral
2024-04-02 00:00:00,Thessaloniki,Volvo XC90,21,45216,Negative
2024-04-03 00:00:00,Thessaloniki,Mercedes-Benz C-Class,19,57314,Neutral
2024-04-04 00:00:00,Thessaloniki,Porsche 911,17,59900,Neutral
2024-04-05 00:00:00,Thessaloniki,BMW 3 Series,23,33477,Negative
2024-04-06 00:00:00,Thessaloniki,Audi A4,6,37048,Negative
2024-04-07 00:00:00,Thessaloniki,Volvo XC90,26,51032,Neutral
2024-04-08 00:00:00,Thessaloniki,Mercedes-Benz C-Class,23,37459,Positive
2024-04-09 00:00:00,Thessaloniki,Porsche 911,13,48383,Positive
2024-04-10 00:00:00,Thessaloniki,BMW 3 Series,20,49300,Neutral
2024-04-11 00:00:00,Thessaloniki,Audi A4,21,44014,Negative
2024-04-12 00:00:00,Thessaloniki,Volvo XC90,20,54309,Negative
2024-04-13 00:00:00,Thessaloniki,Mercedes-Benz C-Class,26,59582,Neutral
2024-04-14 00:00:00,Thessaloniki,Porsche 911,21,58018,Positive
2024-04-15 00:00:00,Thessaloniki,BMW 3 Series,5,33974,Positive
2024-04-16 00:00:00,Thessaloniki,Audi A4,9,51592,Positive
2024-04-17 00:00:00,Thessaloniki,Volvo XC90,12,49077,Negative
2024-04-18 00:00:00,Thessaloniki,Mercedes-Benz C-Class,28,49095,Negative
2024-04-19 00:00:00,Thessaloniki,Porsche 911,27,39531,Negative
2024-04-20 00:00:00,Thessaloniki,BMW 3 Series,26,53274,Neutral
2024-04-21 00:00:00,Thessaloniki,Audi A4,6,50859,Negative
2024-04-22 00:00:00,Thessaloniki,Volvo XC90,25,59136,Negative
2024-04-23 00:00:00,Thessaloniki,Mercedes-Benz C-Class,20,30932,Negative
2024-04-24 00:00:00,Thessaloniki,Porsche 911,5,38954,Negative
2024-04-25 00:00:00,Thessaloniki,BMW 3 Series,8,46701,Negative
2024-04-26 00:00:00,Thessaloniki,Audi A4,22,55587,Neutral
2024-04-27 00:00:00,Thessaloniki,Volvo XC90,6,31684,Neutral
2024-04-28 00:00:00,Thessaloniki,Mercedes-Benz C-Class,12,42567,Negative
2024-04-29 00:00:00,Thessaloniki,Porsche 911,20,40940,Negative
2024-04-30 00:00:00,Thessaloniki,BMW 3 Series,23,42540,Positive
2024-05-01 00:00:00,Thessaloniki,Audi A4,15,47851,Neutral
2024-05-02 00:00:00,Thessaloniki,Volvo XC90,24,30763,Neutral
2024-05-03 00:00:00,Thessaloniki,Mercedes-Benz C-Class,28,33829,Neutral
2024-05-04 00:00:00,Thessaloniki,Porsche 911,7,51555,Neutral
2024-05-05 00:00:00,Thessaloniki,BMW 3 Series,27,49456,Negative
2024-05-06 00:00:00,Thessaloniki,Audi A4,5,36947,Negative
2024-05-07 00:00:00,Thessaloniki,Volvo XC90,22,41971,Neutral
2024-05-08 00:00:00,Thessaloniki,Mercedes-Benz C-Class,24,31434,Positive
2024-05-09 00:00:00,Thessaloniki,Porsche 911,28,30896,Positive
2024-05-10 00:00:00,Thessaloniki,BMW 3 Series,26,36057,Negative
2024-05-11 00:00:00,Thessaloniki,Audi A4,19,59005,Positive
2024-05-12 00:00:00,Thessaloniki,Volvo XC90,10,56123,Neutral
2024-05-13 00:00:00,Thessaloniki,Mercedes-Benz C-Class,5,49368,Neutral
2024-05-14 00:00:00,Thessaloniki,Porsche 911,26,38787,Positive
2024-05-15 00:00:00,Thessaloniki,BMW 3 Series,22,55932,Negative
2024-05-16 00:00:00,Thessaloniki,Audi A4,19,52994,Positive
2024-05-17 00:00:00,Thessaloniki,Volvo XC90,28,35457,Negative
2024-05-18 00:00:00,Thessaloniki,Mercedes-Benz C-Class,26,35836,Neutral
2024-05-19 00:00:00,Thessaloniki,Porsche 911,5,59714,Positive
2024-05-20 00:00:00,Thessaloniki,BMW 3 Series,29,58085,Negative
2024-05-21 00:00:00,Thessaloniki,Audi A4,6,33571,Negative
2024-05-22 00:00:00,Thessaloniki,Volvo XC90,28,49067,Positive
2024-05-23 00:00:00,Thessaloniki,Mercedes-Benz C-Class,6,50151,Neutral
2024-05-24 00:00:00,Thessaloniki,Porsche 911,7,37014,Positive
2024-05-25 00:00:00,Thessaloniki,BMW 3 Series,28,31434,Neutral
2024-05-26 00:00:00,Thessaloniki,Audi A4,14,45422,Positive
2024-05-27 00:00:00,Thessaloniki,Volvo XC90,15,45749,Neutral
2024-05-28 00:00:00,Thessaloniki,Mercedes-Benz C-Class,5,31925,Positive
2024-05-29 00:00:00,Thessaloniki,Porsche 911,13,33903,Negative
2024-05-30 00:00:00,Thessaloniki,BMW 3 Series,27,31488,Positive
2024-05-31 00:00:00,Thessaloniki,Audi A4,8,32187,Neutral
2024-06-01 00:00:00,Thessaloniki,Volvo XC90,25,53212,Neutral
2024-06-02 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,30224,Neutral
2024-06-03 00:00:00,Thessaloniki,Porsche 911,10,37965,Neutral
2024-06-04 00:00:00,Thessaloniki,BMW 3 Series,20,32187,Neutral
2024-06-05 00:00:00,Thessaloniki,Audi A4,25,54395,Positive
2024-06-06 00:00:00,Thessaloniki,Volvo XC90,17,38972,Negative
2024-06-07 00:00:00,Thessaloniki,Mercedes-Benz C-Class,23,30946,Negative
2024-06-08 00:00:00,Thessaloniki,Porsche 911,26,34828,Negative
2024-06-09 00:00:00,Thessaloniki,BMW 3 Series,7,35957,Negative
2024-06-10 00:00:00,Thessaloniki,Audi A4,14,34713,Neutral
2024-06-11 00:00:00,Thessaloniki,Volvo XC90,23,31294,Negative
2024-06-12 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,40151,Neutral
2024-06-13 00:00:00,Thessaloniki,Porsche 911,9,38577,Negative
2024-06-14 00:00:00,Thessaloniki,BMW 3 Series,6,59972,Positive
2024-06-15 00:00:00,Thessaloniki,Audi A4,10,58745,Negative
2024-06-16 00:00:00,Thessaloniki,Volvo XC90,19,31477,Negative
2024-06-17 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,43735,Positive
2024-06-18 00:00:00,Thessaloniki,Porsche 911,9,31076,Neutral
2024-06-19 00:00:00,Thessaloniki,BMW 3 Series,18,42881,Positive
2024-06-20 00:00:00,Thessaloniki,Audi A4,11,48238,Neutral
2024-06-21 00:00:00,Thessaloniki,Volvo XC90,9,40266,Neutral
2024-06-22 00:00:00,Thessaloniki,Mercedes-Benz C-Class,19,32205,Negative
2024-06-23 00:00:00,Thessaloniki,Porsche 911,8,48690,Negative
2024-06-24 00:00:00,Thessaloniki,BMW 3 Series,13,56966,Positive
2024-06-25 00:00:00,Thessaloniki,Audi A4,25,32221,Negative
2024-06-26 00:00:00,Thessaloniki,Volvo XC90,16,46019,Positive
2024-06-27 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,34317,Negative
2024-06-28 00:00:00,Thessaloniki,Porsche 911,20,45484,Neutral
2024-06-29 00:00:00,Thessaloniki,BMW 3 Series,12,36347,Neutral
2024-06-30 00:00:00,Thessaloniki,Audi A4,15,51928,Positive
2024-07-01 00:00:00,Thessaloniki,Volvo XC90,9,55888,Positive
2024-07-02 00:00:00,Thessaloniki,Mercedes-Benz C-Class,13,48819,Neutral
2024-07-03 00:00:00,Thessaloniki,Porsche 911,26,37983,Positive
2024-07-04 00:00:00,Thessaloniki,BMW 3 Series,13,33445,Positive
2024-07-05 00:00:00,Thessaloniki,Audi A4,9,40438,Positive
2024-07-06 00:00:00,Thessaloniki,Volvo XC90,18,36223,Positive
2024-07-07 00:00:00,Thessaloniki,Mercedes-Benz C-Class,7,36883,Neutral
2024-07-08 00:00:00,Thessaloniki,Porsche 911,24,52324,Negative
2024-07-09 00:00:00,Thessaloniki,BMW 3 Series,29,35282,Neutral
2024-07-10 00:00:00,Thessaloniki,Audi A4,22,36422,Neutral
2024-07-11 00:00:00,Thessaloniki,Volvo XC90,24,44155,Positive
2024-07-12 00:00:00,Thessaloniki,Mercedes-Benz C-Class,23,35575,Negative
2024-07-13 00:00:00,Thessaloniki,Porsche 911,7,54973,Neutral
2024-07-14 00:00:00,Thessaloniki,BMW 3 Series,17,52442,Negative
2024-07-15 00:00:00,Thessaloniki,Audi A4,7,34997,Neutral
2024-07-16 00:00:00,Thessaloniki,Volvo XC90,9,36742,Positive
2024-07-17 00:00:00,Thessaloniki,Mercedes-Benz C-Class,26,30462,Neutral
2024-07-18 00:00:00,Thessaloniki,Porsche 911,18,41760,Negative
2024-01-01 00:00:00,Patras,BMW 3 Series,20,44163,Negative
2024-01-02 00:00:00,Patras,Audi A4,8,50887,Positive
2024-01-03 00:00:00,Patras,Volvo XC90,22,36101,Neutral
2024-01-04 00:00:00,Patras,Mercedes-Benz C-Class,17,58613,Neutral
2024-01-05 00:00:00,Patras,Porsche 911,28,53887,Negative
2024-01-06 00:00:00,Patras,BMW 3 Series,29,39073,Neutral
2024-01-07 00:00:00,Patras,Audi A4,24,38968,Negative
2024-01-08 00:00:00,Patras,Volvo XC90,12,46425,Positive
2024-01-09 00:00:00,Patras,Mercedes-Benz C-Class,17,54629,Negative
2024-01-10 00:00:00,Patras,Porsche 911,21,39808,Neutral
2024-01-11 00:00:00,Patras,BMW 3 Series,21,49167,Negative
2024-01-12 00:00:00,Patras,Audi A4,13,30091,Positive
2024-01-13 00:00:00,Patras,Volvo XC90,27,42325,Positive
2024-01-14 00:00:00,Patras,Mercedes-Benz C-Class,6,33618,Positive
2024-01-15 00:00:00,Patras,Porsche 911,16,39987,Positive
2024-01-16 00:00:00,Patras,BMW 3 Series,23,50108,Neutral
2024-01-17 00:00:00,Patras,Audi A4,9,34113,Neutral
2024-01-18 00:00:00,Patras,Volvo XC90,17,53153,Negative
2024-01-19 00:00:00,Patras,Mercedes-Benz C-Class,9,36283,Negative
2024-01-20 00:00:00,Patras,Porsche 911,28,52119,Neutral
2024-01-21 00:00:00,Patras,BMW 3 Series,6,52290,Neutral
2024-01-22 00:00:00,Patras,Audi A4,20,32093,Negative
2024-01-23 00:00:00,Patras,Volvo XC90,5,50522,Positive
2024-01-24 00:00:00,Patras,Mercedes-Benz C-Class,16,40742,Neutral
2024-01-25 00:00:00,Patras,Porsche 911,19,54453,Positive
2024-01-26 00:00:00,Patras,BMW 3 Series,8,53524,Positive
2024-01-27 00:00:00,Patras,Audi A4,13,37250,Negative
2024-01-28 00:00:00,Patras,Volvo XC90,10,34128,Neutral
2024-01-29 00:00:00,Patras,Mercedes-Benz C-Class,15,41295,Neutral
2024-01-30 00:00:00,Patras,Porsche 911,6,33864,Neutral
2024-01-31 00:00:00,Patras,BMW 3 Series,18,50041,Neutral
2024-02-01 00:00:00,Patras,Audi A4,6,52599,Neutral
2024-02-02 00:00:00,Patras,Volvo XC90,19,45475,Positive
2024-02-03 00:00:00,Patras,Mercedes-Benz C-Class,6,51752,Positive
2024-02-04 00:00:00,Patras,Porsche 911,20,55790,Negative
2024-02-05 00:00:00,Patras,BMW 3 Series,11,52206,Neutral
2024-02-06 00:00:00,Patras,Audi A4,15,45188,Neutral
2024-02-07 00:00:00,Patras,Volvo XC90,13,51105,Neutral
2024-02-08 00:00:00,Patras,Mercedes-Benz C-Class,8,47798,Positive
2024-02-09 00:00:00,Patras,Porsche 911,28,43681,Negative
2024-02-10 00:00:00,Patras,BMW 3 Series,5,30601,Negative
2024-02-11 00:00:00,Patras,Audi A4,6,38540,Negative
2024-02-12 00:00:00,Patras,Volvo XC90,23,54416,Positive
2024-02-13 00:00:00,Patras,Mercedes-Benz C-Class,24,41355,Negative
2024-02-14 00:00:00,Patras,Porsche 911,13,35779,Positive
2024-02-15 00:00:00,Patras,BMW 3 Series,20,55709,Positive
2024-02-16 00:00:00,Patras,Audi A4,10,43867,Positive
2024-02-17 00:00:00,Patras,Volvo XC90,25,33387,Negative
2024-02-18 00:00:00,Patras,Mercedes-Benz C-Class,24,52518,Positive
2024-02-19 00:00:00,Patras,Porsche 911,22,46847,Neutral
2024-02-20 00:00:00,Patras,BMW 3 Series,18,40955,Positive
2024-02-21 00:00:00,Patras,Audi A4,11,34268,Neutral
2024-02-22 00:00:00,Patras,Volvo XC90,12,34978,Negative
2024-02-23 00:00:00,Patras,Mercedes-Benz C-Class,12,42547,Negative
2024-02-24 00:00:00,Patras,Porsche 911,20,56920,Positive
2024-02-25 00:00:00,Patras,BMW 3 Series,14,32061,Neutral
2024-02-26 00:00:00,Patras,Audi A4,22,32492,Neutral
2024-02-27 00:00:00,Patras,Volvo XC90,6,38276,Positive
2024-02-28 00:00:00,Patras,Mercedes-Benz C-Class,16,57956,Positive
2024-02-29 00:00:00,Patras,Porsche 911,13,43879,Positive
2024-03-01 00:00:00,Patras,BMW 3 Series,13,45005,Negative
2024-03-02 00:00:00,Patras,Audi A4,9,34916,Negative
2024-03-03 00:00:00,Patras,Volvo XC90,21,47763,Neutral
2024-03-04 00:00:00,Patras,Mercedes-Benz C-Class,13,58255,Negative
2024-03-05 00:00:00,Patras,Porsche 911,7,50573,Positive
2024-03-06 00:00:00,Patras,BMW 3 Series,6,36012,Neutral
2024-03-07 00:00:00,Patras,Audi A4,14,38840,Neutral
2024-03-08 00:00:00,Patras,Volvo XC90,5,45468,Negative
2024-03-09 00:00:00,Patras,Mercedes-Benz C-Class,6,53936,Neutral
2024-03-10 00:00:00,Patras,Porsche 911,6,34993,Neutral
2024-03-11 00:00:00,Patras,BMW 3 Series,16,35384,Positive
2024-03-12 00:00:00,Patras,Audi A4,13,56998,Negative
2024-03-13 00:00:00,Patras,Volvo XC90,29,32200,Positive
2024-03-14 00:00:00,Patras,Mercedes-Benz C-Class,21,44027,Positive
2024-03-15 00:00:00,Patras,Porsche 911,17,56646,Negative
2024-03-16 00:00:00,Patras,BMW 3 Series,12,52121,Neutral
2024-03-17 00:00:00,Patras,Audi A4,16,34922,Negative
2024-03-18 00:00:00,Patras,Volvo XC90,16,42194,Positive
2024-03-19 00:00:00,Patras,Mercedes-Benz C-Class,22,48877,Positive
2024-03-20 00:00:00,Patras,Porsche 911,5,38882,Positive
2024-03-21 00:00:00,Patras,BMW 3 Series,23,42845,Neutral
2024-03-22 00:00:00,Patras,Audi A4,24,55888,Positive
2024-03-23 00:00:00,Patras,Volvo XC90,20,53874,Positive
2024-03-24 00:00:00,Patras,Mercedes-Benz C-Class,9,45652,Positive
2024-03-25 00:00:00,Patras,Porsche 911,9,42519,Neutral
2024-03-26 00:00:00,Patras,BMW 3 Series,25,34169,Positive
2024-03-27 00:00:00,Patras,Audi A4,27,33293,Negative
2024-03-28 00:00:00,Patras,Volvo XC90,9,54892,Positive
2024-03-29 00:00:00,Patras,Mercedes-Benz C-Class,23,30118,Neutral
2024-03-30 00:00:00,Patras,Porsche 911,23,31466,Positive
2024-03-31 00:00:00,Patras,BMW 3 Series,7,36758,Positive
2024-04-01 00:00:00,Patras,Audi A4,16,38654,Positive
2024-04-02 00:00:00,Patras,Volvo XC90,13,36767,Negative
2024-04-03 00:00:00,Patras,Mercedes-Benz C-Class,19,57992,Neutral
2024-04-04 00:00:00,Patras,Porsche 911,29,37072,Negative
2024-04-05 00:00:00,Patras,BMW 3 Series,21,42795,Positive
2024-04-06 00:00:00,Patras,Audi A4,23,35328,Negative
2024-04-07 00:00:00,Patras,Volvo XC90,5,30511,Negative
2024-04-08 00:00:00,Patras,Mercedes-Benz C-Class,13,49813,Positive
2024-04-09 00:00:00,Patras,Porsche 911,29,34864,Negative
2024-04-10 00:00:00,Patras,BMW 3 Series,11,35671,Positive
2024-04-11 00:00:00,Patras,Audi A4,18,44783,Negative
2024-04-12 00:00:00,Patras,Volvo XC90,16,55125,Neutral
2024-04-13 00:00:00,Patras,Mercedes-Benz C-Class,18,36252,Neutral
2024-04-14 00:00:00,Patras,Porsche 911,23,36426,Neutral
2024-04-15 00:00:00,Patras,BMW 3 Series,28,33329,Neutral
2024-04-16 00:00:00,Patras,Audi A4,9,39329,Positive
2024-04-17 00:00:00,Patras,Volvo XC90,25,50864,Positive
2024-04-18 00:00:00,Patras,Mercedes-Benz C-Class,16,50437,Negative
2024-04-19 00:00:00,Patras,Porsche 911,25,33072,Positive
2024-04-20 00:00:00,Patras,BMW 3 Series,15,35061,Neutral
2024-04-21 00:00:00,Patras,Audi A4,24,52920,Positive
2024-04-22 00:00:00,Patras,Volvo XC90,5,57708,Negative
2024-04-23 00:00:00,Patras,Mercedes-Benz C-Class,19,50270,Positive
2024-04-24 00:00:00,Patras,Porsche 911,20,58038,Positive
2024-04-25 00:00:00,Patras,BMW 3 Series,25,45131,Positive
2024-04-26 00:00:00,Patras,Audi A4,19,41698,Neutral
2024-04-27 00:00:00,Patras,Volvo XC90,17,51933,Negative
2024-04-28 00:00:00,Patras,Mercedes-Benz C-Class,17,57119,Positive
2024-04-29 00:00:00,Patras,Porsche 911,14,42544,Positive
2024-04-30 00:00:00,Patras,BMW 3 Series,24,33466,Positive
2024-05-01 00:00:00,Patras,Audi A4,17,39638,Negative
2024-05-02 00:00:00,Patras,Volvo XC90,17,36109,Positive
